	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ECF7|A0A0P0ECF7_AZOBR	DNA topoisomerase (ATP-hydrolyzing) subunit B	827	20	0.0	95.05	8	F:GO:0003677; F:GO:0003918; F:GO:0005524; C:GO:0005694; C:GO:0005737; P:GO:0006261; P:GO:0006265; F:GO:0046872	F:DNA binding; F:DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity; F:ATP binding; C:chromosome; C:cytoplasm; P:DNA-dependent DNA replication; P:DNA topological change; F:metal ion binding	EC:3.6.1.3; EC:5.99.1.3; EC:3.6.1.15	Adenosinetriphosphatase; DNA topoisomerase (ATP-hydrolyzing); Nucleoside-triphosphate phosphatase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FDS5|A0A0P0FDS5_AZOBR	PTFBC_RHOCARecName: Full=PTS system fructose-specific EIIB'BC component; AltName: Full=EIIB'BC-Fru; Includes: RecName: Full=PTS system fructose-specific EIIB component; AltName: Full=EIII-Fru; AltName: Full=Fructose-specific phosphotransferase enzyme IIB component; Includes: RecName: Full=PTS system fructose-specific EIIC component; AltName: Full=Fructose permease IIC component	613	20	0.0	62.54	11	F:GO:0005515; C:GO:0005737; C:GO:0005887; P:GO:0009401; P:GO:0015755; F:GO:0016301; P:GO:0016310; F:GO:0022877; P:GO:0051476; F:GO:0090581; F:GO:0090582	F:protein binding; C:cytoplasm; C:integral component of plasma membrane; P:phosphoenolpyruvate-dependent sugar phosphotransferase system; P:fructose transmembrane transport; F:kinase activity; P:phosphorylation; F:protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity; P:mannosylglycerate transport; F:protein-phosphocysteine-mannosylglycerate-phosphotransferase system transporter activity; F:protein-phosphocysteine-D-fructose-phosphotransferase system transporter activity	EC:2.7.1.69	Transferring phosphorus-containing groups			
true	[BLASTED, MAPPED]	tr|A0A0P0E8U6|A0A0P0E8U6_AZOBR	AHPD_SOLUERecName: Full=Alkyl hydroperoxide reductase AhpD; AltName: Full=Alkylhydroperoxidase AhpD	129	6	7.86141E-6	56.19	9	F:GO:0004601; P:GO:0006979; F:GO:0008785; F:GO:0016209; F:GO:0016491; F:GO:0032843; F:GO:0051920; P:GO:0055114; P:GO:0098869	F:peroxidase activity; P:response to oxidative stress; F:alkyl hydroperoxide reductase activity; F:antioxidant activity; F:oxidoreductase activity; F:hydroperoxide reductase activity; F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I969|A0A0N7I969_AZOBR	amidase	462	20	0.0	77.88	3	F:GO:0004040; F:GO:0016740; F:GO:0016874	F:amidase activity; F:transferase activity; F:ligase activity	EC:3.5.1.4	Amidase			
true	[NO-BLAST]	tr|A0A0P0EGG6|A0A0P0EGG6_AZOBR	---NA---	484											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FBY9|A0A0P0FBY9_AZOBR	chemotaxis protein CheA	721	20	0.0	78.02	7	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0005737; P:GO:0006935; P:GO:0018106; P:GO:0023014	F:phosphorelay sensor kinase activity; P:phosphorelay signal transduction system; F:ATP binding; C:cytoplasm; P:chemotaxis; P:peptidyl-histidine phosphorylation; P:signal transduction by protein phosphorylation	EC:2.7.13.3	Histidine kinase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5A9|A0A0P0F5A9_AZOBR	dihydroorotase	352	20	0.0	94.45	4	F:GO:0004151; F:GO:0008270; P:GO:0019856; P:GO:0044205	F:dihydroorotase activity; F:zinc ion binding; P:pyrimidine nucleobase biosynthetic process; P:'de novo' UMP biosynthetic process	EC:3.5.2.3	Dihydroorotase			
true	[NO-BLAST]	tr|A0A0N7I7K4|A0A0N7I7K4_AZOBR	---NA---	292											
true	[NO-BLAST]	tr|A0A0P0EKJ7|A0A0P0EKJ7_AZOBR	---NA---	203											
true	[BLASTED]	tr|A0A0P0F2H7|A0A0P0F2H7_AZOBR	ATP-binding protein	285	20	0.0	93.54								
true	[NO-BLAST]	tr|A0A0P0EKF6|A0A0P0EKF6_AZOBR	---NA---	112											
true	[NO-BLAST]	tr|A0A0P0EWK7|A0A0P0EWK7_AZOBR	---NA---	446											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ED62|A0A0P0ED62_AZOBR	PUR3_HAEINRecName: Full=Phosphoribosylglycinamide formyltransferase; AltName: Full=5'-phosphoribosylglycinamide transformylase; AltName: Full=GAR transformylase; Short=GART	222	20	8.22256E-60	55.54	11	F:GO:0000287; F:GO:0004644; F:GO:0005515; C:GO:0005829; P:GO:0006974; P:GO:0009152; P:GO:0010467; F:GO:0016787; P:GO:0043604; P:GO:0044267; P:GO:0046653	F:magnesium ion binding; F:phosphoribosylglycinamide formyltransferase activity; F:protein binding; C:cytosol; P:cellular response to DNA damage stimulus; P:purine ribonucleotide biosynthetic process; P:gene expression; F:hydrolase activity; P:amide biosynthetic process; P:cellular protein metabolic process; P:tetrahydrofolate metabolic process	EC:2.1.2.2	Phosphoribosylglycinamide formyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F0S5|A0A0P0F0S5_AZOBR	3'-5' exonuclease	274	20	0.0	77.25	3	F:GO:0003676; F:GO:0004527; P:GO:0090305	F:nucleic acid binding; F:exonuclease activity; P:nucleic acid phosphodiester bond hydrolysis					
true	[BLASTED]	tr|A0A0P0F4U9|A0A0P0F4U9_AZOBR	lactate utilization protein	219	20	3.83146E-158	87.54								
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7C8|A0A0P0F7C8_AZOBR	alpha/beta fold hydrolase	411	20	0.0	87.98	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	tr|A0A0P0FAR0|A0A0P0FAR0_AZOBR	YPHB_ECOLIRecName: Full=Uncharacterized protein YphB	296	1	5.8263E-43	49.5	9	F:GO:0003824; F:GO:0004034; C:GO:0005737; P:GO:0005975; P:GO:0006006; P:GO:0006974; F:GO:0016853; F:GO:0030246; P:GO:0033499	F:catalytic activity; F:aldose 1-epimerase activity; C:cytoplasm; P:carbohydrate metabolic process; P:glucose metabolic process; P:cellular response to DNA damage stimulus; F:isomerase activity; F:carbohydrate binding; P:galactose catabolic process via UDP-galactose					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FET0|A0A0P0FET0_AZOBR	NIRT_PSESTRecName: Full=Denitrification system component NirT	540	14	1.46418E-79	63.71	9	F:GO:0005515; C:GO:0005887; F:GO:0009055; P:GO:0009060; P:GO:0009061; P:GO:0019333; F:GO:0020037; F:GO:0046872; C:GO:1990204	F:protein binding; C:integral component of plasma membrane; F:electron transfer activity; P:aerobic respiration; P:anaerobic respiration; P:denitrification pathway; F:heme binding; F:metal ion binding; C:oxidoreductase complex					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ESC9|A0A0P0ESC9_AZOBR	acyl-CoA dehydrogenase	562	20	0.0	93.58	3	F:GO:0003995; F:GO:0050660; P:GO:0055114	F:acyl-CoA dehydrogenase activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process	EC:1.3.99.3	Acting on the CH-CH group of donors			
true	[NO-BLAST]	tr|A0A0P0E9U3|A0A0P0E9U3_AZOBR	---NA---	309											
true	[NO-BLAST]	tr|A0A0P0ELN5|A0A0P0ELN5_AZOBR	---NA---	196											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F1S0|A0A0P0F1S0_AZOBR	Y053_HAEINRecName: Full=Uncharacterized zinc-type alcohol dehydrogenase-like protein HI_0053	334	20	8.01007E-52	48.84	5	F:GO:0016616; F:GO:0016651; P:GO:0044275; P:GO:0046395; F:GO:0046872	F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:oxidoreductase activity, acting on NAD(P)H; P:cellular carbohydrate catabolic process; P:carboxylic acid catabolic process; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EN37|A0A0P0EN37_AZOBR	3PASE_CLOTHRecName: Full=Inorganic triphosphatase; Short=PPPase; AltName: Full=Adenosinetriphosphatase; Short=ATPase; AltName: Full=Polyphosphatase	158	1	2.16523E-38	57.14	2	F:GO:0016887; F:GO:0050355	F:ATPase activity; F:triphosphatase activity	EC:3.6.1.25; EC:3.6.1.3; EC:3.6.1.15	Triphosphatase; Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0P0EDN1|A0A0P0EDN1_AZOBR	---NA---	201											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJG0|A0A0P0EJG0_AZOBR	D-alanyl-D-alanine dipeptidase	183	20	2.30702E-130	87.76	6	C:GO:0005618; P:GO:0006508; F:GO:0008237; F:GO:0008270; F:GO:0016805; P:GO:0071555	C:cell wall; P:proteolysis; F:metallopeptidase activity; F:zinc ion binding; F:dipeptidase activity; P:cell wall organization	EC:3.4.13	Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EN82|A0A0P0EN82_AZOBR	glycine cleavage system protein H	124	20	1.97834E-84	90.75	2	C:GO:0005960; P:GO:0019464	C:glycine cleavage complex; P:glycine decarboxylation via glycine cleavage system					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EYW1|A0A0P0EYW1_AZOBR	benzoate transporter BenE	412	20	0.0	95.65	3	C:GO:0016021; P:GO:0042919; F:GO:0042925	C:integral component of membrane; P:benzoate transport; F:benzoate transmembrane transporter activity					
true	[NO-BLAST]	tr|A0A0P0F480|A0A0P0F480_AZOBR	---NA---	60											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FB96|A0A0P0FB96_AZOBR	YCBB_ECOLIRecName: Full=Probable L,D-transpeptidase YcbB	533	2	1.11882E-45	52.75	4	F:GO:0004180; P:GO:0009273; F:GO:0016740; P:GO:0044036	F:carboxypeptidase activity; P:peptidoglycan-based cell wall biogenesis; F:transferase activity; P:cell wall macromolecule metabolic process					
true	[NO-BLAST]	tr|A0A0P0EYR0|A0A0P0EYR0_AZOBR	---NA---	156											
true	[NO-BLAST]	tr|A0A0P0F319|A0A0P0F319_AZOBR	---NA---	60											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EKC0|A0A0P0EKC0_AZOBR	MCPA_CAUVCRecName: Full=Chemoreceptor McpA; AltName: Full=Methyl-accepting chemotaxis protein	856	15	6.55116E-62	69.09	15	F:GO:0004888; C:GO:0005887; P:GO:0007172; P:GO:0009593; P:GO:0032110; F:GO:0042803; P:GO:0043113; F:GO:0043424; P:GO:0050920; P:GO:0051260; P:GO:0052131; P:GO:0071230; C:GO:0098561; P:GO:1901875; P:GO:1902021	F:transmembrane signaling receptor activity; C:integral component of plasma membrane; P:signal complex assembly; P:detection of chemical stimulus; P:regulation of protein histidine kinase activity; F:protein homodimerization activity; P:receptor clustering; F:protein histidine kinase binding; P:regulation of chemotaxis; P:protein homooligomerization; P:positive aerotaxis; P:cellular response to amino acid stimulus; C:methyl accepting chemotaxis protein complex; P:positive regulation of post-translational protein modification; P:regulation of bacterial-type flagellum-dependent cell motility					
true	[BLASTED, MAPPED]	tr|A0A0N7I8J6|A0A0N7I8J6_AZOBR	CPPM_STRHYRecName: Full=Carboxyvinyl-carboxyphosphonate phosphorylmutase; AltName: Full=Carboxyphosphonoenolpyruvate phosphonomutase; Short=CPEP phosphonomutase	281	4	8.99264E-29	44.7	11	F:GO:0000287; F:GO:0003824; P:GO:0006107; F:GO:0008807; F:GO:0008948; F:GO:0016740; F:GO:0016829; F:GO:0016831; P:GO:0017000; P:GO:0042866; F:GO:0046872	F:magnesium ion binding; F:catalytic activity; P:oxaloacetate metabolic process; F:carboxyvinyl-carboxyphosphonate phosphorylmutase activity; F:oxaloacetate decarboxylase activity; F:transferase activity; F:lyase activity; F:carboxy-lyase activity; P:antibiotic biosynthetic process; P:pyruvate biosynthetic process; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EZE1|A0A0P0EZE1_AZOBR	OTC_RHOP5RecName: Full=Ornithine carbamoyltransferase; Short=OTCase	304	20	6.7268E-141	70.73	2	F:GO:0004585; P:GO:0042450	F:ornithine carbamoyltransferase activity; P:arginine biosynthetic process via ornithine	EC:2.1.3.3	Ornithine carbamoyltransferase			
true	[NO-BLAST]	tr|A0A0P0F948|A0A0P0F948_AZOBR	---NA---	285											
true	[BLASTED]	tr|A0A0P0E7K9|A0A0P0E7K9_AZOBR	L-asparaginase II	366	20	0.0	87.81								
true	[NO-BLAST]	tr|A0A0P0EJR0|A0A0P0EJR0_AZOBR	---NA---	488											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ESR1|A0A0P0ESR1_AZOBR	diacylglycerol kinase	322	20	0.0	85.05	2	F:GO:0003951; P:GO:0016310	F:NAD+ kinase activity; P:phosphorylation	EC:2.7.1.23	NAD(+) kinase			
true	[NO-BLAST]	tr|A0A0P0F4M5|A0A0P0F4M5_AZOBR	---NA---	138											
true	[NO-BLAST]	tr|A0A0P0F5P6|A0A0P0F5P6_AZOBR	---NA---	477											
true	[NO-BLAST]	tr|A0A0P0F9V6|A0A0P0F9V6_AZOBR	---NA---	86											
true	[NO-BLAST]	tr|A0A0P0FDL8|A0A0P0FDL8_AZOBR	---NA---	409											
true	[NO-BLAST]	tr|A0A0P0F1H0|A0A0P0F1H0_AZOBR	---NA---	715											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EZ49|A0A0P0EZ49_AZOBR	dTDP-glucose 4,6-dehydratase	677	20	0.0	85.2	1	C:GO:0016021	C:integral component of membrane					
true	[NO-BLAST]	tr|A0A0P0EEG5|A0A0P0EEG5_AZOBR	---NA---	455											
true	[NO-BLAST]	tr|A0A0P0F5R2|A0A0P0F5R2_AZOBR	---NA---	719											
true	[BLASTED, MAPPED]	tr|A0A0P0F6M7|A0A0P0F6M7_AZOBR	RIBN_VIBCHRecName: Full=Riboflavin transporter	318	5	4.27255E-22	48.86	6	F:GO:0003674; C:GO:0005575; C:GO:0005886; P:GO:0008150; C:GO:0016020; C:GO:0016021	F:molecular_function; C:cellular_component; C:plasma membrane; P:biological_process; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FGP2|A0A0P0FGP2_AZOBR	cytochrome c oxidase subunit 3 family protein	200	20	1.58969E-139	85.05	6	F:GO:0004129; C:GO:0005886; C:GO:0016021; F:GO:0016966; P:GO:0019646; P:GO:1902600	F:cytochrome-c oxidase activity; C:plasma membrane; C:integral component of membrane; F:nitric oxide reductase activity; P:aerobic electron transport chain; P:proton transmembrane transport	EC:1.9.3.1; EC:1.7.2.5	Cytochrome-c oxidase; Nitric-oxide reductase (cytochrome c)			
true	[NO-BLAST]	tr|A0A0P0EZI2|A0A0P0EZI2_AZOBR	---NA---	112											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7P5|A0A0N7I7P5_AZOBR	lipid-A-disaccharide synthase	406	20	0.0	93.12	2	F:GO:0008915; P:GO:0009245	F:lipid-A-disaccharide synthase activity; P:lipid A biosynthetic process	EC:2.4.1.182	Lipid-A-disaccharide synthase			
true	[NO-BLAST]	tr|A0A0P0EKK2|A0A0P0EKK2_AZOBR	---NA---	583											
true	[NO-BLAST]	tr|A0A0P0ET86|A0A0P0ET86_AZOBR	---NA---	227											
true	[NO-BLAST]	tr|A0A0P0EZF3|A0A0P0EZF3_AZOBR	---NA---	569											
true	[NO-BLAST]	tr|A0A0P0F1B4|A0A0P0F1B4_AZOBR	---NA---	154											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4A8|A0A0P0F4A8_AZOBR	RUBR2_DESDARecName: Full=Rubredoxin-2; Short=Rd-2	97	20	2.55E-15	61.97	5	F:GO:0005515; F:GO:0008199; F:GO:0009055; P:GO:0055114; P:GO:0072592	F:protein binding; F:ferric iron binding; F:electron transfer activity; P:oxidation-reduction process; P:oxygen metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWZ5|A0A0P0EWZ5_AZOBR	ATP-dependent helicase HrpB	846	20	0.0	92.46	3	F:GO:0003676; F:GO:0004386; F:GO:0005524	F:nucleic acid binding; F:helicase activity; F:ATP binding	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0P0EJH5|A0A0P0EJH5_AZOBR	---NA---	451											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ERG4|A0A0P0ERG4_AZOBR	cell division protein FtsW	374	20	0.0	96.06	5	C:GO:0005886; P:GO:0008360; P:GO:0009252; C:GO:0016021; P:GO:0051301	C:plasma membrane; P:regulation of cell shape; P:peptidoglycan biosynthetic process; C:integral component of membrane; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7N2|A0A0N7I7N2_AZOBR	LTHAD_PSESPRecName: Full=L-threo-3-hydroxyaspartate ammonia-lyase; AltName: Full=L-threo-3-hydroxyaspartate dehydratase; Short=L-THA DH	330	20	2.07552E-65	52.63	10	F:GO:0003941; F:GO:0004793; F:GO:0004794; C:GO:0005829; P:GO:0006565; P:GO:0006567; F:GO:0016597; F:GO:0030170; F:GO:0030848; P:GO:0042219	F:L-serine ammonia-lyase activity; F:threonine aldolase activity; F:L-threonine ammonia-lyase activity; C:cytosol; P:L-serine catabolic process; P:threonine catabolic process; F:amino acid binding; F:pyridoxal phosphate binding; F:threo-3-hydroxyaspartate ammonia-lyase activity; P:cellular modified amino acid catabolic process	EC:4.3.1.16; EC:4.3.1.17; EC:4.1.2.5; EC:4.3.1.19	Threo-3-hydroxy-L-aspartate ammonia-lyase; L-serine ammonia-lyase; L-threonine aldolase; Threonine ammonia-lyase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8K4|A0A0N7I8K4_AZOBR	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	493	20	0.0	95.52	6	F:GO:0004040; F:GO:0005524; P:GO:0006412; F:GO:0016740; C:GO:0030956; F:GO:0050567	F:amidase activity; F:ATP binding; P:translation; F:transferase activity; C:glutamyl-tRNA(Gln) amidotransferase complex; F:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	EC:3.5.1.4; EC:6.3.5.7	Amidase; Glutaminyl-tRNA synthase (glutamine-hydrolyzing)			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EB28|A0A0P0EB28_AZOBR	CLPA_RHOBLRecName: Full=ClpA homolog protein	771	20	0.0	71.03	9	F:GO:0004176; F:GO:0005515; F:GO:0005524; C:GO:0005829; P:GO:0006979; P:GO:0009408; P:GO:0019538; P:GO:0042026; P:GO:0043335	F:ATP-dependent peptidase activity; F:protein binding; F:ATP binding; C:cytosol; P:response to oxidative stress; P:response to heat; P:protein metabolic process; P:protein refolding; P:protein unfolding	EC:3.6.1.3; EC:3.6.1.15	Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase			
true	[NO-BLAST]	tr|A0A0P0EFK4|A0A0P0EFK4_AZOBR	---NA---	243											
true	[NO-BLAST]	tr|A0A0N7I892|A0A0N7I892_AZOBR	---NA---	249											
true	[NO-BLAST]	tr|A0A0P0EH04|A0A0P0EH04_AZOBR	---NA---	130											
true	[NO-BLAST]	tr|A0A0P0F662|A0A0P0F662_AZOBR	---NA---	188											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F8F6|A0A0P0F8F6_AZOBR	2-oxoacid:acceptor oxidoreductase subunit alpha	573	20	0.0	86.57	2	F:GO:0016903; P:GO:0055114	F:oxidoreductase activity, acting on the aldehyde or oxo group of donors; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FAY0|A0A0P0FAY0_AZOBR	SBCD_RHOCBRecName: Full=Nuclease SbcCD subunit D	418	11	2.54859E-60	45.91	4	F:GO:0004520; F:GO:0004527; P:GO:0006259; P:GO:0006974	F:endodeoxyribonuclease activity; F:exonuclease activity; P:DNA metabolic process; P:cellular response to DNA damage stimulus					
true	[NO-BLAST]	tr|A0A0P0EE97|A0A0P0EE97_AZOBR	---NA---	158											
true	[BLASTED, MAPPED]	tr|A0A0P0ELI6|A0A0P0ELI6_AZOBR	Y148_BORPERecName: Full=UPF0065 protein BP0148; AltName: Full=ORF5; Flags: Precursor	320	6	8.7884E-19	46.36	2	C:GO:0030288; C:GO:0042597	C:outer membrane-bounded periplasmic space; C:periplasmic space					
true	[NO-BLAST]	tr|A0A0P0F7M5|A0A0P0F7M5_AZOBR	---NA---	393											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I847|A0A0N7I847_AZOBR	cytochrome-c peroxidase	334	20	0.0	91.83	6	F:GO:0004130; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869	F:cytochrome-c peroxidase activity; F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding; P:cellular oxidant detoxification	EC:1.11.1.5; EC:1.11.1.7	Cytochrome-c peroxidase; Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EFC5|A0A0P0EFC5_AZOBR	glycerol-3-phosphate acyltransferase	336	20	0.0	91.84	11	F:GO:0004367; P:GO:0005975; P:GO:0006650; P:GO:0008654; C:GO:0009331; F:GO:0016746; P:GO:0046167; P:GO:0046168; F:GO:0047952; F:GO:0051287; P:GO:0055114	F:glycerol-3-phosphate dehydrogenase [NAD+] activity; P:carbohydrate metabolic process; P:glycerophospholipid metabolic process; P:phospholipid biosynthetic process; C:glycerol-3-phosphate dehydrogenase complex; F:transferase activity, transferring acyl groups; P:glycerol-3-phosphate biosynthetic process; P:glycerol-3-phosphate catabolic process; F:glycerol-3-phosphate dehydrogenase [NAD(P)+] activity; F:NAD binding; P:oxidation-reduction process	EC:1.1.1.8; EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(+)); Glycerol-3-phosphate dehydrogenase (NAD(P)(+))			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EYW4|A0A0P0EYW4_AZOBR	3-oxoacyl-ACP reductase FabG	241	20	4.60331E-172	89.89	4	F:GO:0004316; P:GO:0055114; F:GO:0102131; F:GO:0102132	F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; P:oxidation-reduction process; F:3-oxo-glutaryl-[acp] methyl ester reductase activity; F:3-oxo-pimeloyl-[acp] methyl ester reductase activity	EC:2.3.1.85; EC:1.1.1.100	Fatty-acid synthase; 3-oxoacyl-[acyl-carrier-protein] reductase			
true	[NO-BLAST]	tr|A0A0P0F682|A0A0P0F682_AZOBR	---NA---	210											
true	[NO-BLAST]	tr|A0A0P0FBF4|A0A0P0FBF4_AZOBR	---NA---	699											
true	[NO-BLAST]	tr|A0A0P0FDQ6|A0A0P0FDQ6_AZOBR	---NA---	60											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FG01|A0A0P0FG01_AZOBR	Y1525_HAEINRecName: Full=Putative binding protein HI_1525; Flags: Precursor	252	2	4.30688E-56	51.68	1	C:GO:0044464	C:obsolete cell part					
true	[BLASTED]	tr|A0A0N7I7D6|A0A0N7I7D6_AZOBR	Y4503_RHIL3RecName: Full=UPF0235 protein RL4503	119	20	4.96037E-20	63.12								
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8D1|A0A0N7I8D1_AZOBR	TRAP transporter small permease subunit	167	20	5.45532E-116	77.87	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8G2|A0A0N7I8G2_AZOBR	formate dehydrogenase subunit alpha	942	20	0.0	93.11	7	F:GO:0008863; F:GO:0009055; P:GO:0015942; P:GO:0022900; F:GO:0043546; F:GO:0046872; F:GO:0051539	F:formate dehydrogenase (NAD+) activity; F:electron transfer activity; P:formate metabolic process; P:electron transport chain; F:molybdopterin cofactor binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding	EC:1.2.1.2	Acting on the aldehyde or oxo group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EPZ3|A0A0P0EPZ3_AZOBR	GLND_AZOBRRecName: Full=Bifunctional uridylyltransferase/uridylyl-removing enzyme; Short=UTase/UR; AltName: Full=Bifunctional [protein-PII] modification enzyme; AltName: Full=Bifunctional nitrogen sensor protein; Includes: RecName: Full=[Protein-PII] uridylyltransferase; Short=PII uridylyltransferase; Short=UTase; Includes: RecName: Full=	72	20	1.65219E-26	74.86	6	F:GO:0008081; F:GO:0008773; P:GO:0009399; P:GO:0018177; P:GO:0045893; P:GO:0090293	F:phosphoric diester hydrolase activity; F:[protein-PII] uridylyltransferase activity; P:nitrogen fixation; P:protein uridylylation; P:positive regulation of transcription, DNA-templated; P:nitrogen catabolite regulation of transcription	EC:2.7.7.59	[Protein-PII] uridylyltransferase			
